name,a,diameter,moid
,2.33136215609908,3.561,0.916948
,2.578004522097850,3.705,0.916959
,2.155680160695900,2.171,0.91696
,2.52473864423882,1.741,0.916967
,2.364892108373520,1.531,0.916969
,2.602595263966860,2.697,0.916982
,2.261094466684020,2.886,0.916983
,2.323304614824940,2.431,0.916988
,2.285849020710050,2.262,0.916994
,2.366031685995460,4.542,0.916999
,2.310941588586010,4.031,0.917009
Masanori,2.597195309332390,4.266,0.91703
,2.554911885059220,1.939,0.917041
,2.168275010401320,3.106,0.917043
Sakabe,2.267010295288540,3.671,0.917047
,2.574563757248600,2.056,0.91708
Dicicco,2.273523865135600,6.252,0.917088
,2.167990298991400,2.442,0.91709
,2.147668622571770,1.429,0.917094
,2.551581496623110,2.671,0.917095
,2.331143566500430,1.629,0.917106
Populus,2.277191558206230,3.889,0.917113
Tsanghinchi,2.36432751265187,6.287,0.917114
,2.28174396619455,2.204,0.917116
,2.154313210141810,1.978,0.917141
,2.339911010297740,2.339,0.917149
,2.212497186552610,3.630,0.917157
,2.296484254798820,1.562,0.917164
,2.311050039331750,1.584,0.91718
,2.716183168508990,4.290,0.917182
,2.452672446825530,3.806,0.91723
,2.760417325297500,4.368,0.917263
,2.19629576598381,1.305,0.917279
,2.610041367496460,4.455,0.917279
,2.268613726666920,2.364,0.917284
,2.787062412061360,2.578,0.917289
Campanula,2.392434682507960,9.709,0.917291
,2.294636408818450,3.708,0.917329
Shaundatta,2.318700476075590,3.638,0.91733
,2.278854258010090,1.817,0.917346
,2.391085132217150,3.016,0.917363
Davlantes,2.312616720066090,2.257,0.917369
,2.478346215488720,2.470,0.917375
,2.270283451434730,2.907,0.917419
,2.213598641004240,1.309,0.917448
Abashiri,2.234899811027570,8.981,0.917457
Barenboim,2.278902804915450,2.585,0.917466
,2.303314563413300,2.235,0.917481
,2.583818699683650,1.805,0.917489
,2.424124076242960,4.893,0.917518
,2.42292375783767,1.748,0.917521
,2.379564933461480,1.526,0.917565
,2.845447684127600,2.135,0.917565
,2.594712795247980,6.811,0.917568
,2.250727402690350,1.784,0.917571
,2.749820803188420,2.276,0.917571
,2.32147622250615,1.947,0.917584
,2.320817751068620,1.296,0.91759
,2.264186494307160,1.475,0.917591
,2.613039036626370,2.680,0.91761
,2.332679660099130,4.505,0.917619
,2.383007271576070,4.682,0.917627
,2.687723970360900,4.439,0.917646
,1.946157937578160,1.718,0.917658
,2.353487785307100,2.901,0.917666
,2.558958018900490,2.210,0.917699
,2.258155452592840,1.542,0.917707
,2.408607754280020,2.078,0.91772
,2.330899240718640,2.571,0.917725
,2.365300175251210,6.753,0.917749
,2.858218323589050,2.639,0.917772
,2.233538732384060,1.553,0.917775
,2.335008675686480,1.537,0.917782
,2.381161577980410,2.611,0.917784
,2.446271668570750,3.257,0.917802
,2.371151725290200,2.763,0.917819
Hoyt,2.393829071417640,5.226,0.917822
,2.544790034007300,2.368,0.917822
,2.538707383370930,3.283,0.917825
,2.416852081596210,2.201,0.917831
d'Alembert,2.710567826179200,12.277,0.917839
Pablomarques,2.278363430288350,7.207,0.917853
,2.389007791661220,3.615,0.917868
Wolfiana,2.274476553059560,8.488,0.917871
,2.364703595460770,3.290,0.917875
,2.294766978746770,3.256,0.917883
,2.646444121032170,3.712,0.917896
,2.582894829028360,3.429,0.917899
,2.573021723281300,4.415,0.917903
,2.571045983126900,1.824,0.917915
,2.56182212778352,3.049,0.917918
,2.344627767025710,5.197,0.91793
,2.375722506276330,1.815,0.91794
Paulmaley,2.351701181180780,5.089,0.917947
,2.347135568997880,3.156,0.917952
,1.935555859988110,1.991,0.91796
,2.289071276726290,2.516,0.917966
,2.24376088757342,3.105,0.917989
,2.370698352622900,4.816,0.91799
,2.369673765466590,2.684,0.917993
Palepu,2.271082602985730,3.015,0.917994
,2.058195905230380,1.995,0.917999
,2.282407570448240,1.887,0.918001
,2.377882847072660,3.339,0.918005
,2.14600201715494,2.098,0.918007
Stephbillings,2.324865973125920,2.332,0.918012
,2.386267119511360,2.832,0.918019
,2.246462294853380,3.026,0.918023
Petelandgren,2.300184170492050,3.353,0.918024
Bruce Helin,2.361863107767400,12.467,0.918053
,2.386639344298710,1.456,0.918072
Roman,2.279130191419170,4.327,0.918094
,2.1408664579201,2.161,0.9181
,2.321900538737170,2.156,0.918101
,2.622070267493880,3.409,0.918107
,2.235932508909220,2.588,0.918112
,2.333555828678320,2.917,0.918122
Pervictoralex,2.368989205079420,4.770,0.918149
,2.215408366420960,1.660,0.918152
,2.322688485926570,2.555,0.918153
,2.858962638546380,7.857,0.918153
,2.284360264625410,1.857,0.918166
,2.270500158568290,2.291,0.91817
,2.539650536860710,1.781,0.918176
Peggythomson,2.286382750555220,3.710,0.918177
,2.584147217671250,2.920,0.91818
,2.602792003543520,5.494,0.918194
,2.17684842864307,2.339,0.91821
,2.135095516369560,1.588,0.918211
,2.335388235104150,2.116,0.91822
,2.347574584737140,3.107,0.91822
,2.445364312084430,3.815,0.91824
,2.610955450885420,1.676,0.918241
Jaucourt,2.26045530648556,3.980,0.918243
,2.318370522194830,1.410,0.918245
,2.182972196846710,1.302,0.918256
,2.376443325865440,2.952,0.918259
Kimuratakeshi,2.269699592260430,3.804,0.918262
,2.658260019542420,4.561,0.918262
,2.295548881096520,5.186,0.918276
,2.405018616432610,2.603,0.918296
,2.073281122967440,1.614,0.918314
,2.280417885279130,1.512,0.918314
,2.644742997032980,3.828,0.918328
Drozdov,2.566841641913810,4.204,0.918331
,2.557265799993540,2.314,0.91834
,2.563814843751670,2.067,0.918351
,2.336077476435990,1.665,0.918352
,2.674103923846680,11.295,0.918356
Turgot,2.378004824864540,4.031,0.918357
Jennarose,2.217936208451470,2.539,0.91838
,2.594064295020430,1.295,0.918381
,2.299287515311780,1.741,0.918384
,2.423942926388210,4.246,0.918387
,2.805077089094850,2.968,0.918404
,2.391103633521130,8.101,0.918407
,2.232279500250670,1.912,0.918408
Schrade,2.29618584468849,1.913,0.918411
,2.301267956939550,1.802,0.918413
,2.338351676642220,2.377,0.91844
,2.413866167281980,4.955,0.918455
,2.314653513071160,2.541,0.918468
,2.310544476680690,2.391,0.918501
,2.714960384400070,1.996,0.91851
,2.662051136978620,4.794,0.918512
Lindapuster,2.235500949298160,2.503,0.918513
,2.30960849760944,3.333,0.918514
,2.33479803557213,2.785,0.918537
,2.302331787869950,4.376,0.918542
,2.631270957929830,2.013,0.918557
,2.639421868480050,2.329,0.918568
,2.863942759792100,3.734,0.918568
,2.321767801589210,3.377,0.918571
,2.380070709198840,6.932,0.918581
,3.078643804122430,0.849,0.918589
,2.299904247260360,1.675,0.918598
,2.264854811746680,1.752,0.9186
,2.581172642929700,2.764,0.918601
,2.380541507696100,4.230,0.918614
,2.544485718870570,11.246,0.918649
,2.3649643741944,5.348,0.918653
,2.315636920100420,3.253,0.918656
Arcimboldo,2.20005230572895,5.000,0.918677
,2.416615561708170,2.218,0.918679
,2.126302481967750,1.599,0.918685
,2.663228204402150,8.671,0.918717
,2.293480834005860,1.502,0.918731
,2.674267371130540,3.644,0.918757
,2.4255007511093,3.545,0.918768
,2.70118344069989,3.816,0.918777
,2.362672254811850,2.814,0.918779
,2.14434475216513,2.133,0.918805
,2.34151386977614,1.425,0.918817
Larryscherr,2.437562877279030,3.429,0.918823
Picha,2.305240251182220,6.784,0.918824
,2.222355714709900,2.384,0.918828
,2.273915415376700,2.824,0.918829
,2.558587397725490,3.695,0.91883
,2.252028733065690,1.577,0.918831
,2.340862300351170,3.818,0.918843
,2.231995362836200,1.929,0.918855
,2.618068242873030,4.005,0.918864
,2.257366354726580,1.308,0.918867
,2.39346151968381,1.977,0.918879
,2.334150847355000,1.355,0.918883
,2.412090240508810,4.088,0.9189
,2.262987223752220,4.113,0.918901
,2.789442860137370,3.187,0.918908
,2.305817040195140,2.078,0.918915
,2.318482403097920,2.884,0.918921
,2.285128618126030,2.118,0.918928
,2.640739626488960,2.665,0.918944
Klepper,2.282938013198880,3.900,0.918953
,2.368244280847610,2.305,0.918983
,2.729614261201420,2.049,0.918996
,2.401730174720850,4.854,0.919003
,2.602428803343450,1.905,0.919005
,2.326617406398020,1.705,0.919022
,2.271165600791080,1.959,0.919036
,2.384742151290010,3.230,0.919038
Iglika,2.734442104555440,14.220,0.919052
,2.329069803352470,2.581,0.919065
,2.268954975488510,2.715,0.919066
,2.392005855304260,3.163,0.919066
,2.17275566354977,1.254,0.919075
,2.39413283993828,3.210,0.919088
,2.761401833237380,4.428,0.919089
,2.896086429477680,1.377,0.919091
,2.282687447276680,3.110,0.919097
,2.385401031282,1.500,0.91911
,2.642837467955860,5.512,0.919113
,2.14095796115252,2.988,0.919114
,2.265602272487620,1.316,0.919138
,2.301388586306160,2.195,0.919151
,2.34048845732695,2.635,0.919153
Danwelcher,2.246804505219650,5.000,0.919165
,2.38567287736615,3.765,0.919177
,2.341857532492160,2.897,0.919197
Mori,2.236683808304090,5.026,0.919215
,2.205449772644970,2.720,0.919217
,2.316419380318670,1.494,0.919232
,2.188492865969650,1.336,0.919245
,2.646146452121730,2.768,0.919249
,2.562859253404510,2.507,0.919274
Cerulli,2.206864183055610,2.449,0.919277
,2.383346726530130,4.169,0.919287
,2.241588572923090,1.574,0.919297
,2.423513007872130,1.259,0.919299
,2.555216241773730,2.390,0.9193
,2.430936843855020,2.693,0.919307
,2.650391535349820,1.762,0.919323
,2.237226755654950,1.545,0.919327
,2.274372083888450,2.080,0.919338
,2.128632674100600,2.019,0.919339
,2.063019983545490,3.331,0.919376
Mercedes,2.56706318862704,25.296,0.919396
,2.304204694895250,3.448,0.919409
,2.781110899820470,2.692,0.919409
,2.467785016361190,3.355,0.919418
,2.390881957480910,1.680,0.919427
,2.76789778688887,6.511,0.91943
,2.400666391999050,2.478,0.919431
,2.339030323042310,1.890,0.919434
,2.331341962261560,2.135,0.919457
,2.27878383560297,1.849,0.919466
,2.291610908967840,1.922,0.919476
,2.432122199330230,2.138,0.919489
,2.319877804069150,1.784,0.9195
,2.294874530972260,6.486,0.919514
,2.261751134041670,1.768,0.919518
,2.317459145675590,2.933,0.919544
,2.40678995454979,3.017,0.919558
,2.249357595653880,2.736,0.919594
,2.533546847653670,1.999,0.919594
,2.270603908757040,1.396,0.919598
,3.037538043585250,1.335,0.919615
,2.392799072659660,3.306,0.919616
,2.283445117017790,3.686,0.919622
Volta,2.542946573304520,9.254,0.919628
,2.231679431061790,1.927,0.919643
,2.34738315442914,3.052,0.919657
,2.314186822597890,1.538,0.919667
,2.592079605023190,4.143,0.919669
,2.331659936053250,2.959,0.919677
,2.426606149947150,2.426,0.919681
,2.197435577101350,2.058,0.919693
,2.334987635871780,3.803,0.919694
Briccialdi,2.274459749730630,2.891,0.919712
,2.380059863496290,4.940,0.919714
,2.320964175920530,2.683,0.919716
,2.394143271516950,1.900,0.919728
Richardbaum,2.372375363778160,3.800,0.919752
,2.337814136234580,3.782,0.919755
,2.467532246552630,2.778,0.91976
,2.580287381198760,4.086,0.919768
,2.432641969042570,1.853,0.919769
,2.345735255668420,4.329,0.919774
,2.559236627127130,4.449,0.91978
,2.215261423723450,2.478,0.919781
,2.772229538486990,4.491,0.919801
Anadiego,2.561842420733870,6.833,0.919803
,2.647341849686700,3.027,0.919812
,2.300839962378270,1.756,0.919817
,2.679869217682050,3.341,0.919825
,2.220355349456530,1.481,0.919827
Bradpitt,2.543737022433890,3.089,0.91984
,2.267123629981200,4.453,0.919841
,2.280891209715870,1.589,0.919855
Steinbach,2.343463271741870,3.223,0.919878
,2.42629181336906,1.493,0.919882
,2.280657238551310,3.127,0.919883
,2.379110272742430,1.403,0.919907
Grueber,2.517173972131770,5.570,0.919919
,2.233850569894330,2.035,0.919929
,2.671307536288250,2.859,0.919934
,2.632551514191540,5.265,0.919936
,2.656112594709660,2.079,0.919947
,2.342234366104880,4.680,0.919959
,2.370391335266100,3.855,0.919959
,2.289526110526120,2.419,0.91998
,2.54745339554054,2.212,0.919991
,2.437400832715190,1.321,0.920003
,2.34127438744238,2.975,0.920004
,2.458982198254530,4.311,0.920014
,2.620321730680150,1.273,0.920022
,2.432847497488440,1.634,0.920036
,2.326384922659360,2.103,0.920049
,2.352655018321990,3.409,0.920055
Warren,2.445414858417800,4.008,0.92006
,2.281607260433820,2.483,0.920068
,2.270062714926850,1.410,0.92007
,2.281316747756020,1.487,0.920078
,2.223649441250640,1.745,0.92008
,2.307904230410920,1.569,0.920101
,2.548567114457380,2.474,0.920101
,2.193272336677540,2.197,0.920107
,2.464970827697480,3.175,0.920117
,2.319227758951360,1.503,0.920141
Castillo,2.276516473659280,4.020,0.920154
,2.433531925854640,3.315,0.920156
,2.292110634776660,1.861,0.920181
,2.295487187315810,2.371,0.920184
,2.347765805073550,2.743,0.920186
,2.080559462645840,2.042,0.920199
,2.235054302597820,1.182,0.920205
,2.658963278273390,4.143,0.920206
,2.34689797354544,2.743,0.920218
,2.579309840621850,1.495,0.920218
,2.313690645093100,2.233,0.920227
,2.362405940472370,2.427,0.920233
,2.439316094035940,3.619,0.920233
,2.657596088898050,2.032,0.92025
,2.404205711185020,1.345,0.920281
,2.251844554804510,1.925,0.920286
Jonleake,2.436814624971480,4.273,0.920291
,2.575930975574430,3.010,0.920298
,2.578623227291280,7.736,0.920303
,2.368083224705710,4.503,0.920317
,2.34675647700316,3.546,0.920323
,2.221154414585110,1.358,0.9204
Skiff,2.263880416727120,6.005,0.920404
Arjunmoorthy,2.354565425671330,3.621,0.920409
,2.237652055489490,3.989,0.920423
,2.544012503992910,2.301,0.920426
,2.343084315169510,1.533,0.920438
,2.391946743222450,4.501,0.920447
,2.437985053069940,3.663,0.920451
Ercilla,2.419136694873960,5.025,0.92046
,2.374210956543090,3.655,0.92047
,2.630350690535840,4.416,0.920484
,2.303574601766590,7.969,0.920491
,2.73371069716525,3.874,0.920494
,2.28087242962335,2.885,0.92052
Salvia,2.328136722136900,8.927,0.920528
,2.596485590598870,1.974,0.92055
,2.441676516238460,2.953,0.920563
Neufang,2.993368101519280,25.143,0.920567
,2.716092725354450,4.438,0.920568
,2.385552740726870,1.992,0.920576
,2.403631087166810,1.594,0.920609
,2.425023288793690,5.498,0.920625
,2.359942519778880,2.885,0.920632
Shimose,2.413822460190950,4.290,0.920648
,2.282962737318090,1.696,0.92066
Akihiro,2.311365199308850,5.750,0.920664
,2.62306087410619,2.636,0.920685
,2.306304075874470,2.896,0.920692
,2.572538831934130,3.870,0.920697
,2.458539937663430,3.502,0.920705
,2.410613566479990,3.721,0.920716
,2.29848869677104,2.527,0.920725
,2.359741131970670,11.674,0.920728
,2.554462038529190,2.696,0.920751
,2.343309771252340,2.961,0.920768
,2.753522651922520,1.575,0.920773
,2.660330841753690,3.474,0.920782
,2.223568763601380,3.969,0.920785
,2.309058995829990,1.833,0.920788
,2.794696889460220,2.713,0.920797
,2.433901999105500,1.829,0.920802
,2.451123709123060,5.170,0.920807
,2.145989275646220,2.128,0.920819
,2.612274808254030,4.689,0.920821
,2.352035040493260,1.736,0.920843
,2.618554959507560,2.860,0.920868
,2.545483587117680,2.352,0.920869
,2.318033623940970,2.324,0.920891
Oguniyamagata,2.206578748190460,3.518,0.920893
,2.619585739607490,5.615,0.920908
Dianeingrao,2.274262983087620,4.583,0.920932
,2.304163562012170,2.598,0.920948
Alexrabii,2.265034017823920,2.293,0.920958
,2.388218236924430,1.514,0.92098
,2.715949229629490,3.686,0.920983
,2.153847116429210,2.455,0.920993
Hyginus,2.404468241686670,4.357,0.920999
,2.359474009668910,2.546,0.921013
,2.560639088894780,4.512,0.92103
,3.155632303165070,2.114,0.921038
Castellaz,2.213718677201300,3.755,0.921041
,2.325087953672340,2.172,0.921049
Linchinghsia,2.292157808712070,2.483,0.921065
,2.525635209170830,2.079,0.921078
,2.331364116394740,3.104,0.921088
,2.308895288974860,1.383,0.921118
,2.31471601294916,2.006,0.92113
,2.69354718792231,3.499,0.92115
,2.360300637632460,2.326,0.921152
,2.046897453756840,1.507,0.921155
,2.375141483984730,3.389,0.921161
,2.392236569324620,1.937,0.921164
,2.262759835303760,1.540,0.921183
,2.661096662953390,2.237,0.921183
,2.312942692678020,4.723,0.921184
,2.751072744934670,3.920,0.921194
,2.403376295690940,1.969,0.921198
,2.235484070166060,1.783,0.921207
,2.29044296136964,2.504,0.921268
,2.610929032209980,3.517,0.921279
,2.377288965192590,1.342,0.92128
,2.394424746764000,3.334,0.921285
,2.04155282580982,1.502,0.921297
,2.366606874734440,1.523,0.921309
,2.251769475492210,1.567,0.921316
,2.172836932343060,1.511,0.921343
,2.34926506215252,6.246,0.92135
,2.210033658797250,1.398,0.921351
,2.279458351667270,4.170,0.921368
,2.419228648322070,4.133,0.921369
,2.315119107053350,2.482,0.921371
,2.675671685461860,4.976,0.921373
,2.385369163893560,5.516,0.921375
,2.291117722170910,3.398,0.921382
,2.264664650557940,2.677,0.921391
,2.162468773695010,3.864,0.921409
,2.245609303588550,2.025,0.92141
,2.28765694941358,1.410,0.921413
,2.334466562204920,1.698,0.921435
,2.299491746957760,1.396,0.921452
,2.326426097115500,1.760,0.921458
,2.440584210690990,2.519,0.921459
,2.788121158471050,4.676,0.921467
,2.447306954149030,1.399,0.921473
,2.557746635246600,4.340,0.921486
Hazamashigetomi,2.311329908784450,2.295,0.921488
,2.417498024235260,3.646,0.921491
,2.255903750659990,1.583,0.921493
,2.315108180981970,1.610,0.921501
,2.389536439212720,2.794,0.921501
,2.24040416281789,1.480,0.921503
,2.319805645868980,1.864,0.921504
,2.325876852740300,1.829,0.921505
,2.800910244521680,3.808,0.921527
,2.352474542617390,3.974,0.921542
,2.710087954465310,1.452,0.921547
,2.711025781614870,3.105,0.921564
,2.616933645060770,2.476,0.921568
,2.417372260038400,1.758,0.921581
,2.3487120608492,2.885,0.921589
,2.596196494468750,1.273,0.921589
,2.565654844105670,3.198,0.921592
,2.293886065644020,1.546,0.921595
,2.34110076991058,3.122,0.92161
,2.535202495735210,8.760,0.921612
,2.234734822106380,2.425,0.92162
,2.351452494976780,1.849,0.921622
,3.045675900365720,4.251,0.921628
,2.31603831377141,2.656,0.921634
,2.327449956245270,3.661,0.921643
,2.123976590920710,2.015,0.921647
Lalage,2.255158508505730,8.243,0.921666
,2.254519502039220,1.661,0.921673
,2.69613493049263,4.941,0.921691
,2.413136709855710,1.473,0.921703
Daniellong,2.27500361502991,1.473,0.921718
,2.3804962335334,2.443,0.921722
,2.318811324904720,2.603,0.921723
Brady,2.370501926502640,3.855,0.92173
Carachang,2.266449943207010,2.431,0.921732
,2.182774445997660,2.698,0.921738
,2.858342297789680,6.054,0.921738
,2.276600860597330,3.806,0.921742
,2.329575341175070,5.041,0.921751
Buraliforti,2.550634540860950,3.897,0.921763
,2.439243359015670,3.105,0.921772
,2.56808857118014,2.144,0.921776
Gotoyoshi,2.372539902839240,4.131,0.921779
,2.639909557856110,3.496,0.921782
,2.371206075936860,4.138,0.921805
Cyannaskye,2.211348336492890,2.730,0.921807
,2.392965622672760,3.058,0.921807
,2.395329641865190,4.731,0.921808
,2.334302704672780,2.622,0.921819
Kawaguchi,2.383058571403710,4.815,0.921819
,2.24403525534345,8.733,0.921837
,2.864714071677840,7.608,0.921843
Grachevka,2.76260985668877,9.132,0.921845
,2.531971194460620,2.173,0.921858
Martinhoffmann,2.261073894669880,2.907,0.921865
,2.388261570911630,4.059,0.921889
,2.634316028913810,4.486,0.921895
,2.645888156627140,7.798,0.921928
,2.163655593800840,1.546,0.921956
,2.568423357694740,3.354,0.921982
,2.410166652632960,1.987,0.921994
,2.558186904723840,2.884,0.921994
,2.397523057762180,2.807,0.922011
,2.317262763898950,2.258,0.922019
,2.65885800451977,2.982,0.922054
,2.774593018553330,2.162,0.922054
,2.264706352358580,1.505,0.922062
,2.372612329024600,3.155,0.922064
,3.059993698958210,3.843,0.922072
,2.783927039857800,8.170,0.922078
,2.145139110702260,2.500,0.922079
,2.578654060718390,3.612,0.922083
,2.391118145708960,2.309,0.922084
,2.553206737212890,4.039,0.922089
,2.321919439257740,2.687,0.922091
,2.390442883304470,3.424,0.922103
,2.320249457498910,1.748,0.922105
,2.549751423050540,3.462,0.922123
,2.420746306951980,2.972,0.922125
,2.543136077159410,2.047,0.922128
,2.364136791269700,1.989,0.922129
,2.132590890193990,1.712,0.922139
,2.406140665461790,1.465,0.922148
,2.321737794539630,2.123,0.922151
,2.403629566799010,1.549,0.922153
,2.351222973888130,1.705,0.922157
Peltan,2.164139541924110,2.402,0.922176
,2.293143287301570,5.445,0.922194
,2.288046010613060,4.455,0.9222
Ronsawyer,2.211270157876370,2.260,0.922205
,2.200377057697410,2.537,0.922208
,2.555615351576320,1.899,0.922211
,2.281578301467220,1.394,0.922216
,2.572363202924880,3.152,0.92222
,2.42142879261722,2.134,0.922222
,2.27876503758527,1.599,0.922228
,2.53373933770912,1.301,0.922232
Tsuihark,2.317794481709040,3.389,0.922246
,2.294811617148740,3.163,0.922258
,2.631241035940190,1.498,0.922278
Perth Amboy,2.40812334642617,5.201,0.922302
,2.642410436088710,1.902,0.922303
,2.581403680002700,3.255,0.922304
,2.661766951583530,3.147,0.922306
,2.694041746796260,2.570,0.922307
,2.242294378998910,1.610,0.922311
,2.379499139242350,4.888,0.922313
,2.243204941453960,1.676,0.922328
,2.279061462293080,3.002,0.922328
,2.759314048344950,5.186,0.922333
,2.258523054009140,2.120,0.922342
,2.402287251546430,3.726,0.922345
,2.542796840091120,3.137,0.92235
,2.408402406462830,3.046,0.922362
,2.290274866147860,1.957,0.922372
,2.252719658416270,1.226,0.922373
,2.7089753544021,2.576,0.922377
,2.625686168236030,2.253,0.922392
,2.393278923560220,1.659,0.922416
,2.436067180475430,1.401,0.922417
,2.395843391148250,2.599,0.922434
,2.231601643159820,1.394,0.922435
,2.331163367396210,0.938,0.922446
,2.466149819688120,3.264,0.92245
,2.405348820560080,3.563,0.922451
,2.266126309656120,2.064,0.922454
Musashifuchu,2.240436530232960,2.767,0.922486
,2.277695333261260,3.194,0.922486
,2.205644810545710,2.899,0.922488
,2.605679366744600,3.098,0.922497
,2.383261922552910,2.428,0.922509
,2.34510595911059,1.729,0.922517
,2.564854650015300,5.724,0.922562
,2.414996033748370,3.539,0.922567
,2.371954661952340,2.575,0.922574
Allihewlett,2.285484237764090,3.246,0.922588
,2.362398580407900,1.424,0.922591
,2.450533962772580,2.046,0.922602
,2.320233900025350,1.482,0.922603
,2.684200998150580,2.324,0.922608
,2.3044279280593,1.891,0.922609
,2.089729253498980,1.356,0.922629
Rovaniemi,2.225184616094950,8.480,0.92263
,2.290294947098890,3.064,0.922642
,2.858141737434550,3.769,0.922662
,2.569422469413140,3.412,0.922679
,2.238862722372700,1.819,0.922687
,2.398923751189420,4.181,0.922696
,2.370614534281630,6.054,0.922713
,2.33792610949528,2.995,0.922716
,2.404752298059180,1.959,0.922724
,1.9846547,1.606,0.922725
,2.394328470526760,5.888,0.922727
,3.313812631007770,7.054,0.922729
,2.32595145181336,3.170,0.922747
,2.308905370180770,3.551,0.922753
,2.371351829500840,3.349,0.922755
,2.39437080001093,2.497,0.922768
,2.426826842873920,2.209,0.922783
,2.329227515875240,3.202,0.922796
,2.192402641729320,2.007,0.922801
,2.579148835479470,4.470,0.922801
,2.331396460173200,3.025,0.922804
,2.742860698280780,7.605,0.922811
,2.633015683936830,2.163,0.922815
,2.429237464082670,1.829,0.922816
,2.251302385201260,1.624,0.922827
,2.302495748665270,2.495,0.922831
Larrywilson,2.157357678215160,3.077,0.922859
,2.415270576594090,2.220,0.92286
Strekov,2.207446259636500,4.868,0.922862
Kaulbach,2.180172071186700,4.288,0.922866
,2.542379157405580,4.188,0.922872
,2.163316930323970,2.505,0.922877
,2.552033585508470,2.565,0.92289
,2.234403045484710,1.762,0.922896
,2.24123622455338,1.981,0.9229
,2.330847846894760,2.048,0.922912
,2.361506795410530,1.633,0.922934
,2.369336079864860,4.024,0.922943
,2.153375271838890,3.379,0.922947
,2.406955697631730,1.530,0.922958
,2.615784152180310,1.146,0.922968
,2.338090407704220,3.360,0.922978
,2.353316691437790,2.979,0.922988
,2.305247605070760,1.813,0.922994
,2.537215472079840,1.917,0.922999
,2.331759586142810,1.728,0.923011
,2.310542761132810,1.701,0.923026
,2.40164836123036,2.805,0.923027
,2.348568689357780,4.493,0.92303
Usubae,2.370546952587460,2.062,0.923031
,2.40103357421694,1.738,0.923037
,2.538228821756260,4.499,0.923038
,2.418023907383070,1.734,0.923058
,2.588760591524960,7.089,0.923075
,2.658370830455390,2.695,0.923088
,2.687337364879000,1.660,0.923102
,2.467257271058230,3.172,0.923104
,2.576009035337380,5.169,0.923122
,2.661067691564980,8.403,0.923123
,2.563642732848400,1.860,0.923127
Jirovec,2.318721828086130,1.941,0.923128
Zakharchenya,2.255218486046230,4.606,0.92313
,2.399832380110900,6.672,0.923136
,2.256435584120070,1.382,0.923142
,2.233935585815670,1.641,0.923161
,2.274230291556350,7.196,0.923167
,2.536643478259930,3.388,0.923181
Tottori,2.225872483544280,6.049,0.923183
,2.642485279458880,1.472,0.92319
,2.303159175791670,1.856,0.923192
,2.276437243916370,1.411,0.923197
,2.422716012796810,1.703,0.923197
,2.554568610636200,1.909,0.923206
,2.275697198929690,2.940,0.923212
,2.379290868327090,1.484,0.923217
,2.201241381395340,2.702,0.923237
,2.406023338858960,5.424,0.923247
,2.551132045469620,2.623,0.923262
,2.564226694107820,1.703,0.923265
,2.393951964151740,1.718,0.923267
,1.95273782823425,1.461,0.92327
Mireille,2.628043397642760,9.23,0.923279
,2.534875931528210,1.762,0.923283
Oppolzer,2.172803212458370,12.27,0.923284
,2.479154007044210,5.171,0.923288
,2.335956326207640,1.463,0.923293
,2.360634907756980,4.620,0.923302
,2.248129699372590,3.349,0.923304
,2.395267829267450,1.627,0.923311
,2.630588525736210,5.660,0.923311
,2.100787738198960,1.799,0.923321
Danieladucato,2.230120025329070,2.438,0.923321
,2.197909407898640,2.575,0.923326
,2.289833067759660,1.664,0.923328
,2.196071594189770,1.294,0.923332
,2.314139365870260,2.089,0.923338
,2.378780656494650,3.195,0.923339
,2.334468929390740,2.020,0.923352
,2.315598345458660,2.270,0.923375
,2.588067391212350,3.997,0.923378
,2.586168662507920,3.112,0.92338
,2.657256424894650,1.236,0.923388
,2.265024195211140,1.553,0.923402
,2.394936749495280,4.596,0.923413
Roshchina,2.261433505869880,4.924,0.923421
,2.384609068785270,1.308,0.923434
,2.254391514077820,4.749,0.923443
,2.215925885496430,1.368,0.923484
,2.644625240497490,4.541,0.923487
Phocaea,2.400160565260390,61.054,0.923495
,2.282951410229910,1.286,0.923505
,2.676615558701340,3.286,0.92351
Yrjola,2.209565243415580,2.832,0.923538
,2.356970858161530,1.529,0.923567
,2.101473751099690,1.418,0.923582
,2.383692687350970,2.461,0.923588
,2.61936992785063,4.633,0.923602
,2.740939686057,2.676,0.923611
,2.339454582176010,1.398,0.923615
Dubner,2.422032897554190,11.74,0.923632
,2.773439966560880,2.632,0.923643
,2.383445020127890,1.640,0.923644
,2.182945927867350,3.241,0.923646
,2.413084769579370,3.768,0.923653
,2.232884381032220,1.621,0.923655
,2.676697877788280,5.002,0.92366
,2.353807750826730,3.260,0.923666
Alona,2.283878784325940,3.429,0.923671
,2.278536216050250,2.201,0.923701
,2.680765077004920,3.008,0.923704
Amandalu,2.233437671113980,3.257,0.923705
,2.2242841972524,2.485,0.923709
,2.343504837810070,2.552,0.923711
,2.423403733242590,2.999,0.923714
,2.414136091082070,3.133,0.923752
,2.408460823154670,1.576,0.923756
,2.324197215170140,2.640,0.923772
,2.356449988760530,3.141,0.923775
,2.673411802889570,4.374,0.923776
,2.616095492820340,0.948,0.92378
,2.598624686125560,4.337,0.923784
,2.282288580222260,2.508,0.923804
